Id,SalePrice
1461,120562.68911629534
1462,152785.42957103264
1463,180814.044318785
1464,197980.7101451657
1465,187779.1413841503
1466,171427.45314307057
1467,179073.0459726248
1468,162401.2806979023
1469,190043.13285672717
1470,120935.10170585786
1471,179838.12841395635
1472,93737.26384570777
1473,91723.1480406817
1474,159499.82663121735
1475,118924.22468486898
1476,385705.3405143893
1477,248110.8355647149
1478,271296.13437313976
1479,278163.6041222651
1480,510948.5899202644
1481,337874.9179386711
1482,203055.56107611285
1483,174894.6223370915
1484,165597.2540067119
1485,172815.29074379167
1486,193492.5325589968
1487,352839.98167048837
1488,229007.3657757628
1489,195845.35435732923
1490,236833.29158455323
1491,191869.45183120776
1492,99912.0983090741
1493,188197.59153150354
1494,290116.3716915421
1495,297167.80115490366
1496,230646.58233998957
1497,191249.96467666526
1498,163960.52453845937
1499,166381.08967346256
1500,167320.54869160533
1501,169636.5282690799
1502,149581.0880866906
1503,275349.9935478244
1504,238569.9097005784
1505,222924.1670858876
1506,185941.16959786683
1507,252055.73327581346
1508,189595.28088032838
1509,155142.98184311972
1510,144807.836039997
1511,149240.07713450523
1512,177038.62822016276
1513,143476.60286650353
1514,150320.11069004668
1515,189424.31508112783
1516,146079.43172954465
1517,169062.73917846492
1518,131985.83712087382
1519,209241.5817924599
1520,124200.33388612901
1521,126276.62187888855
1522,174644.60678010443
1523,114083.85384533285
1524,117406.92217438268
1525,116135.16946113728
1526,109397.86554266662
1527,108361.7276393045
1528,131969.45027707805
1529,143285.4761839437
1530,181799.7739014493
1531,109565.04696829464
1532,96089.55659200354
1533,134717.70251306653
1534,112465.05301142416
1535,148340.34829060567
1536,104433.23693927263
1537,63770.561846004624
1538,149870.83792432243
1539,184898.24887794012
1540,94217.96493635753
1541,127129.92040949853
1542,131541.2662274174
1543,182776.8493927364
1544,82394.10946333344
1545,104905.16808298534
1546,126655.76240172097
1547,121736.21225283765
1548,126330.72920476193
1549,111064.13553236426
1550,127452.2874196592
1551,104905.09301239588
1552,138583.90055616375
1553,141313.3741837846
1554,116445.37017307458
1555,173792.33957690967
1556,102527.59205867855
1557,106079.25425556418
1558,104459.41270218036
1559,79455.25506679612
1560,135776.49108499574
1561,126786.74303674913
1562,127412.4201203356
1563,115594.37857446185
1564,166033.15510469466
1565,151585.87524635793
1566,244048.77879703915
1567,79280.34227054699
1568,238115.33000717364
1569,127536.74651346973
1570,135806.25172959303
1571,115575.34615569588
1572,144903.64413001284
1573,244083.02302471458
1574,124272.35454498208
1575,249889.59051866038
1576,246708.4413850478
1577,173053.48534974726
1578,142975.92203970996
1579,143568.85664255172
1580,188592.32088738657
1581,160252.72953890188
1582,131323.661649445
1583,299782.2606408797
1584,222182.44831970445
1585,142124.9563204924
1586,63979.59036524488
1587,100531.5884169945
1588,152394.6840301612
1589,102765.72439094381
1590,133753.32599453593
1591,95486.54160358336
1592,109545.19610207657
1593,126910.72590248578
1594,139795.7087441107
1595,108167.03461952227
1596,205746.46028289504
1597,173552.54742262754
1598,190422.04056980985
1599,164048.99155989714
1600,152250.03183780762
1601,58612.091055948906
1602,114458.85316832058
1603,81744.35906621616
1604,268440.33990343485
1605,235544.1380902442
1606,166513.76981352267
1607,163649.32102057643
1608,206529.63277732237
1609,184114.56966511405
1610,156174.30509888404
1611,137235.8514341373
1612,173954.67991971283
1613,163722.2755848974
1614,130623.02113640138
1615,89112.16335797509
1616,77190.2269586523
1617,91726.46746179118
1618,123771.41036496144
1619,146349.46171172388
1620,163653.5752723294
1621,134925.63604492374
1622,144977.24986698257
1623,266422.9281769236
1624,221379.44187945686
1625,111753.49782517926
1626,165066.3797858602
1627,191333.3264308276
1628,274962.53073400597
1629,167205.77688474342
1630,381658.35943167424
1631,209941.1746601837
1632,236811.31762461129
1633,157768.21222205277
1634,184725.38298241855
1635,175305.93251875797
1636,156233.92998164566
1637,207474.20825297936
1638,189217.3868292632
1639,188436.18797612688
1640,254733.25031257476
1641,182104.53824157163
1642,236874.8904012593
1643,224870.9927885783
1644,228908.08686404265
1645,227203.98647528325
1646,159785.97918427014
1647,151509.61384657148
1648,126764.66080599451
1649,139327.38809105477
1650,112024.70319521404
1651,121182.25667609296
1652,94377.50636679177
1653,96498.77420543352
1654,154048.92234984966
1655,140403.13574878688
1656,148327.59414999245
1657,152194.42477557767
1658,153182.45335815128
1659,123157.6621531449
1660,154614.52350226275
1661,435450.9734213465
1662,422189.88403218286
1663,378458.6198435946
1664,501455.8978338271
1665,289302.4175713502
1666,332016.3523671289
1667,361935.9789366568
1668,327476.3226803643
1669,292569.9845411485
1670,323327.42513698904
1671,261311.9829146702
1672,435902.60045222176
1673,287749.9848851944
1674,236001.55234005125
1675,202398.48297256953
1676,204231.4249848388
1677,208657.61376315233
1678,506733.1548639708
1679,387706.30668936786
1680,346505.6828281459
1681,230579.86963419587
1682,308654.9972350319
1683,193512.2761402433
1684,179547.279305193
1685,177760.43357084302
1686,173849.47194239713
1687,161526.6596367795
1688,189508.7454954854
1689,192572.4851339389
1690,189717.55746018927
1691,177886.71731758217
1692,243060.0044963174
1693,159950.84573198762
1694,178963.81868513286
1695,154726.57566858132
1696,268138.62488398247
1697,161894.05219436568
1698,364019.52897074743
1699,310376.8070265438
1700,254241.31995450277
1701,277002.5568354927
1702,236697.3698155669
1703,232940.5734608568
1704,276815.5157505411
1705,228549.8369759574
1706,433861.6599716538
1707,211314.33867736935
1708,198050.16839364826
1709,262714.1983976644
1710,213928.6798448747
1711,260693.8358022926
1712,274597.97202414233
1713,263020.7692890731
1714,227871.83134662965
1715,199297.3872866448
1716,175046.39557844365
1717,166335.82154556905
1718,133710.64541461415
1719,203917.5080735717
1720,228716.4645087176
1721,158948.44081899337
1722,127196.1074026852
1723,158741.32268157494
1724,199484.10438342392
1725,230205.88427566225
1726,192004.9268763216
1727,153081.66945529962
1728,178403.23219884676
1729,161658.42527790123
1730,154403.29520944736
1731,115212.00929016774
1732,125476.39500121892
1733,109323.06397887264
1734,116593.0474511378
1735,129437.37145208335
1736,109772.70552140826
1737,331625.7326377075
1738,243291.3378062401
1739,306169.10203855194
1740,230008.78054332783
1741,199621.79309489828
1742,174029.6190137889
1743,175187.58975490695
1744,328670.09277613135
1745,209572.2977356437
1746,197040.37269451618
1747,216466.32568261598
1748,247850.90806479694
1749,150168.64625988694
1750,131855.62240215164
1751,258479.0457251979
1752,118629.61664798224
1753,143452.95415124923
1754,192095.72539261307
1755,158927.2382334942
1756,130270.35490477475
1757,118760.75293941963
1758,145006.20922375235
1759,152812.51275597973
1760,160638.73492914115
1761,147512.13236085343
1762,179409.58229056626
1763,181472.35807137046
1764,118293.25772663948
1765,167959.34526335666
1766,191732.24655911568
1767,239077.39901016522
1768,144045.53698029145
1769,170274.44600262633
1770,150205.78086416834
1771,112429.25503999376
1772,132808.52040550666
1773,126052.04647769137
1774,142601.21835366584
1775,134577.43017570945
1776,125898.85538157725
1777,107514.75081138239
1778,144535.48886342644
1779,116767.03977606687
1780,166168.58458756836
1781,128201.74974573884
1782,88523.06182713954
1783,145467.5253791269
1784,104589.40397080807
1785,121345.2441098171
1786,146813.22333817976
1787,177385.1203044983
1788,61623.746235823535
1789,105192.75414237018
1790,80341.52152162857
1791,179579.68989001858
1792,155569.02898644362
1793,124400.4101362531
1794,157113.47959701112
1795,134343.11317615773
1796,127371.54840319483
1797,122840.7076593211
1798,117272.14263197262
1799,111247.59006672986
1800,119087.06891602425
1801,131944.7247263057
1802,122135.16761879378
1803,145673.02041810995
1804,146700.38829666912
1805,137351.99448229972
1806,131515.17793070737
1807,131869.3888782532
1808,113608.71719889391
1809,117465.30958477626
1810,136557.63729109018
1811,84740.86566113522
1812,96276.94755195949
1813,123296.49295502379
1814,88416.41256382079
1815,53929.10303061853
1816,96769.5798990337
1817,104919.21786321829
1818,147285.73670091326
1819,122224.68034212758
1820,68420.24425854142
1821,103838.68027542414
1822,146951.72558667816
1823,50474.84221968178
1824,125827.20873508487
1825,132567.39130595687
1826,99575.3781663847
1827,92984.08881494225
1828,130167.53070314674
1829,108636.96157807493
1830,143611.88136641125
1831,133982.93364541372
1832,79230.14941098116
1833,131373.58656738984
1834,119693.70800896142
1835,114576.54970080545
1836,121726.42734244185
1837,82172.74566739978
1838,117223.52606227637
1839,100982.18698699045
1840,151596.25454106592
1841,144301.16648577963
1842,94220.07041578878
1843,125721.41047986143
1844,134444.32421726745
1845,140340.32512992536
1846,148355.78201468755
1847,167324.7293681642
1848,52316.8730882778
1849,112447.99236737419
1850,110673.03576245104
1851,149529.8569163122
1852,124532.45016772031
1853,133487.32153857092
1854,161280.2906188492
1855,145820.748084153
1856,227796.0069391388
1857,156977.3747035559
1858,134674.15160458026
1859,113119.4872796085
1860,148788.78133581355
1861,113407.76344198264
1862,284630.66030217137
1863,283755.87708269566
1864,283785.16036499164
1865,334236.9250922164
1866,310641.39649765874
1867,222920.01020608493
1868,295738.2425335445
1869,205126.0163224413
1870,219490.38397719053
1871,237462.77327672899
1872,177933.3845965306
1873,243712.7549865978
1874,158185.3708622821
1875,205422.69891627377
1876,195704.60275028675
1877,209466.2617605867
1878,199132.37556488623
1879,129055.76420067475
1880,135625.78311093955
1881,252733.02562939996
1882,246586.34865297977
1883,187310.64907228135
1884,200352.3439786032
1885,252113.44955025782
1886,284427.5687985951
1887,219608.1963826796
1888,274729.68119017093
1889,170115.36127534363
1890,118881.08577189741
1891,132044.95198445464
1892,101987.2985100739
1893,126535.7156397399
1894,127812.9819801343
1895,131553.2326545616
1896,136005.5224517682
1897,117975.4280177226
1898,120390.21281176296
1899,158008.1697583717
1900,149149.46767277093
1901,163829.3191697321
1902,148999.9175281392
1903,212907.01848393813
1904,140176.64075670353
1905,183426.24756777915
1906,139500.12971305626
1907,204680.6047862113
1908,109258.73330603597
1909,133479.8528839315
1910,121667.76318941858
1911,192370.15023419863
1912,290296.9882145712
1913,149083.78946068897
1914,66764.48585317032
1915,284977.5047625828
1916,57288.19595331061
1917,235988.27000717502
1918,142976.98744226745
1919,176138.63067742542
1920,149509.6779857653
1921,397464.67521901533
1922,313453.137305218
1923,233446.93540048847
1924,234360.82556401298
1925,198570.10690755618
1926,401444.7592889067
1927,136362.89037524388
1928,154570.57720597216
1929,126493.18314690748
1930,129192.0393589708
1931,139199.47397657722
1932,134938.48053094413
1933,192917.71336590094
1934,181241.00754175978
1935,169687.0360197162
1936,190347.90669188098
1937,178598.21922704834
1938,168432.82365678606
1939,230714.52064993922
1940,188766.6594731538
1941,166504.64898219478
1942,181978.16736478484
1943,205038.84512717376
1944,329240.2954390289
1945,377205.12558031915
1946,134206.25739859728
1947,304049.22432913515
1948,175708.32095062378
1949,255960.38511094378
1950,177428.80858980826
1951,242955.4973759126
1952,204232.7181890781
1953,168061.76151341712
1954,179734.986891469
1955,136564.09787982746
1956,309294.55776327883
1957,150840.6855816171
1958,287352.9569712159
1959,143200.9748045449
1960,115165.63005034512
1961,118319.03950900065
1962,93623.24169868091
1963,104022.35424506168
1964,101669.82377928088
1965,149420.2153882057
1966,137536.68001193626
1967,282423.3240235665
1968,404672.00313681073
1969,383363.6933838645
1970,423491.9205335199
1971,481970.0521139773
1972,373135.67119275767
1973,263690.78682150214
1974,310893.24556474923
1975,602763.2367928769
1976,263429.25527975557
1977,342495.6065415943
1978,361564.53198293265
1979,331207.2614885803
1980,193334.4214607999
1981,336915.3124453753
1982,208435.4597503824
1983,191413.54907907007
1984,183246.02014489123
1985,233619.11065377938
1986,205079.56367320067
1987,183102.22551635004
1988,174711.58402124382
1989,189620.89635780267
1990,203641.19447257623
1991,230851.08757619426
1992,209447.5581910268
1993,168147.45551954382
1994,235462.63332103784
1995,180499.08950899637
1996,246085.77210742614
1997,319207.970714449
1998,332661.74219255237
1999,255321.42767231117
2000,324179.5532280592
2001,274224.8765397829
2002,231992.73830698506
2003,253729.3063784942
2004,279115.97309944604
2005,219094.12774605307
2006,210567.40843725647
2007,250634.67638090014
2008,218062.66659939973
2009,193478.36825867792
2010,193108.71713202342
2011,140540.2749850106
2012,167057.09714809305
2013,172806.66339737154
2014,181512.30940679426
2015,198249.05810542035
2016,186274.80597935946
2017,185896.88076888234
2018,123680.90496257572
2019,137308.6441526204
2020,102642.46134589521
2021,99280.36149206398
2022,184520.21944781695
2023,144197.7454604644
2024,272660.4902786419
2025,385247.9440826533
2026,176139.48673176678
2027,165965.97203931533
2028,155117.6615177375
2029,173781.55728525828
2030,273875.18691905605
2031,231115.8763856045
2032,247780.2895173922
2033,262861.4619103226
2034,172643.04218585987
2035,210079.65258610793
2036,203857.21978386657
2037,204166.83993642218
2038,340912.56399826525
2039,214521.51191780576
2040,295872.17505959317
2041,289888.06777188566
2042,201848.61012753245
2043,178610.9683734496
2044,166832.08965375696
2045,202735.10864676116
2046,143184.62776325562
2047,142501.48197358364
2048,136159.3206478243
2049,139396.55071695958
2050,172888.55837732117
2051,103967.8445608966
2052,120233.75312167764
2053,149658.85824852396
2054,87526.77228555961
2055,150210.08969863405
2056,148688.13616819074
2057,115040.58565345082
2058,212682.5953171518
2059,133002.8503213708
2060,182769.3036092283
2061,178385.29462526194
2062,126501.2445577917
2063,117662.48740072729
2064,129731.99821795279
2065,111919.9688878875
2066,162830.89938311887
2067,117817.19006131325
2068,142633.4278974951
2069,79095.05090881263
2070,116032.53461273402
2071,95398.9395771868
2072,133479.42178523823
2073,133629.70619697095
2074,174192.24809830927
2075,144962.60949942085
2076,116046.80990938387
2077,153801.08315827072
2078,119967.62099391484
2079,132976.54439920295
2080,117505.23148164873
2081,121105.90769704855
2082,121457.7446586676
2083,144997.94698220215
2084,111195.83585966447
2085,124545.94019105767
2086,99777.26916689132
2087,114789.87308357538
2088,96779.67577401178
2089,78384.45131576971
2090,128296.58494403803
2091,105876.29149595209
2092,127668.34303534619
2093,116196.40738348536
2094,102636.11582189785
